mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	2/4	2	1	1/4		1/4	1		2	38		3
1	1	0	0	2/4	2	1	1/4		1/4	1		2	50		3
1	1	0	0	2/4	1	1	1/8		1/8	1		3	81		0
1	1	1/8	1/8	2/4	1	1	1/8		1/8	1		3	81		1
1	1	1/4	1/4	2/4	2	1	1/4		1/4	1		3	57		4
1	1	1/4	1/4	2/4	2	1	1/4		1/4	1		2	62		4
1	1	1/4	1/4	2/4	2	1	1/4		1/4	1		6	66		4
1	1	1/4	1/4	2/4	1	1	1/4		1/4	1		3	81		2
2	2	0	0	2/4	2	1	1/4		1/4	1		3	57		8
2	2	0	0	2/4	2	1	1/4		1/4	1		2	62		8
2	2	0	0	2/4	2	1	1/4		1/4	1		6	66		8
2	2	0	0	2/4	1	1	1/8		1/8	1		2	86		5
2	2	1/8	1/8	2/4	1	1	1/8		1/8	1		2	86		6
2	2	1/4	1/4	2/4	2	1	1/4		1/4	1		3	57		9
2	2	1/4	1/4	2/4	2	1	1/4		1/4	1		2	62		9
2	2	1/4	1/4	2/4	2	1	1/4		1/4	1		6	66		9
2	2	1/4	1/4	2/4	1	1	1/4		1/4	1		2	86		7
3	3	0	0	2/4	2	1	1/4		1/4	1		2	38		13
3	3	0	0	2/4	2	1	1/4		1/4	1		2	50		13
3	3	0	0	2/4	1	1	1/8		1/8	1		6	78		10
3	3	1/8	1/8	2/4	1	1	1/8		1/8	1		6	78		11
3	3	1/4	1/4	2/4	2	1	1/4		1/4	1		3	57		14
3	3	1/4	1/4	2/4	2	1	1/4		1/4	1		2	62		14
3	3	1/4	1/4	2/4	2	1	1/4		1/4	1		6	66		14
3	3	1/4	1/4	2/4	1	1	1/4		1/4	1		6	78		12
4	4	0	0	2/4	2	1	1/4		1/4	1		3	57		18
4	4	0	0	2/4	2	1	1/4		1/4	1		2	62		18
4	4	0	0	2/4	2	1	1/4		1/4	1		6	66		18
4	4	0	0	2/4	1	1	1/8		1/8	1		3	81		15
4	4	1/8	1/8	2/4	1	1	1/8		1/8	1		3	81		16
4	4	1/4	1/4	2/4	2	1	1/4		1/4	1		3	57		19
4	4	1/4	1/4	2/4	2	1	1/4		1/4	1		2	62		19
4	4	1/4	1/4	2/4	2	1	1/4		1/4	1		6	66		19
4	4	1/4	1/4	2/4	1	1	1/4		1/4	1		3	81		17
5	5	0	0	2/4	1	1	0	grace16	1/16	1		6	78		20
5	5	0	0	2/4	2	1	1/4		1/4	1		3	57		25
5	5	0	0	2/4	2	1	1/4		1/4	1		7	61		25
5	5	0	0	2/4	2	1	1/4		1/4	1		1	67		25
5	5	0	0	2/4	1	1	1/8		1/8	1		4	76		21
5	5	1/8	1/8	2/4	1	1	1/8		1/8	1		9	75		22
5	5	1/4	1/4	2/4	2	1	1/4		1/4	1		3	57		26
5	5	1/4	1/4	2/4	2	1	1/4		1/4	1		7	61		26
5	5	1/4	1/4	2/4	2	1	1/4		1/4	1		1	67		26
5	5	1/4	1/4	2/4	1	1	1/8		1/8	1		4	76		23
5	5	3/8	3/8	2/4	1	1	1/8		1/8	1		3	81		24
6	6	0	0	2/4	2	1	1/4		1/4	1		3	57		29
6	6	0	0	2/4	2	1	1/4		1/4	1		2	62		29
6	6	0	0	2/4	2	1	1/4		1/4	1		6	66		29
6	6	0	0	2/4	1	1	1/4		1/4	1		2	74		27
6	6	1/4	1/4	2/4	2	1	1/4		1/4	1		3	57		30
6	6	1/4	1/4	2/4	2	1	1/4		1/4	1		2	62		30
6	6	1/4	1/4	2/4	2	1	1/4		1/4	1		6	66		30
6	6	1/4	1/4	2/4	1	1	1/4		1/4	1		6	78		28
7	7	0	0	2/4	1	1	0	grace16	1/16	1		6	78		31
7	7	0	0	2/4	2	1	1/4		1/4	1		3	57		36
7	7	0	0	2/4	2	1	1/4		1/4	1		7	61		36
7	7	0	0	2/4	2	1	1/4		1/4	1		1	67		36
7	7	0	0	2/4	1	1	1/8		1/8	1		4	76		32
7	7	1/8	1/8	2/4	1	1	1/8		1/8	1		9	75		33
7	7	1/4	1/4	2/4	2	1	1/4		1/4	1		3	57		37
7	7	1/4	1/4	2/4	2	1	1/4		1/4	1		7	61		37
7	7	1/4	1/4	2/4	2	1	1/4		1/4	1		1	67		37
7	7	1/4	1/4	2/4	1	1	1/8		1/8	1		4	76		34
7	7	3/8	3/8	2/4	1	1	1/8		1/8	1		3	81		35
8	8	0	0	2/4	2	1	1/4		1/4	1		2	62		39
8	8	0	0	2/4	2	1	1/4		1/4	1		6	66		39
8	8	0	0	2/4	1	1	1/4		1/4	1		2	74		38
9	9	0	0	2/4	2	1	1/4		1/4	1		3	57		44
9	9	0	0	2/4	2	1	1/4		1/4	1		7	61		44
9	9	0	0	2/4	2	1	1/4		1/4	1		1	67		44
9	9	0	0	2/4	1	1	1/8		1/8	1		3	69		40
9	9	0	0	2/4	1	1	1/8		1/8	1		4	76		40
9	9	1/8	1/8	2/4	1	1	1/8		1/8	1		3	81		41
9	9	1/4	1/4	2/4	2	1	1/4		1/4	1		3	57		45
9	9	1/4	1/4	2/4	2	1	1/4		1/4	1		2	62		45
9	9	1/4	1/4	2/4	2	1	1/4		1/4	1		1	67		45
9	9	1/4	1/4	2/4	1	1	1/8		1/8	1		3	69		42
9	9	1/4	1/4	2/4	1	1	1/8		1/8	1		2	74		42
