mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	2/4	2	1	1/4	1/4	1.0		3	57		4
1	1	0	0	2/4	1	1	1/8	1/8	1.0		3	93		0
1	1	1/8	1/8	2/4	1	1	1/8	1/8	1.0		3	81		1
1	1	1/4	1/4	2/4	2	1	1/4	1/4	1.0		7	61		5
1	1	1/4	1/4	2/4	2	1	1/4	1/4	1.0		4	64		5
1	1	1/4	1/4	2/4	2	1	1/4	1/4	1.0		3	69		5
1	1	1/4	1/4	2/4	1	1	1/8	1/8	1.0		3	81		2
1	1	3/8	3/8	2/4	1	1	1/8	1/8	1.0		3	81		3
2	2	0	0	2/4	2	1	1/4	1/4	1.0		3	57		10
2	2	0	0	2/4	1	1	1/8	1/8	1.0		8	80		6
2	2	1/8	1/8	2/4	1	1	1/8	1/8	1.0		3	81		7
2	2	1/4	1/4	2/4	2	1	1/4	1/4	1.0		7	61		11
2	2	1/4	1/4	2/4	2	1	1/4	1/4	1.0		4	64		11
2	2	1/4	1/4	2/4	2	1	1/4	1/4	1.0		3	69		11
2	2	1/4	1/4	2/4	1	1	1/8	1/8	1.0		7	85		8
2	2	3/8	3/8	2/4	1	1	1/8	1/8	1.0		4	76		9
3	3	0	0	2/4	2	1	1/4	1/4	1.0		3	57		16
3	3	0	0	2/4	1	1	1/8	1/8	1.0		11	77		12
3	3	1/8	1/8	2/4	1	1	1/8	1/8	1.0		6	78		13
3	3	1/4	1/4	2/4	2	1	1/4	1/4	1.0		2	62		17
3	3	1/4	1/4	2/4	2	1	1/4	1/4	1.0		6	66		17
3	3	1/4	1/4	2/4	2	1	1/4	1/4	1.0		5	71		17
3	3	1/4	1/4	2/4	1	1	1/8	1/8	1.0		5	83		14
3	3	3/8	3/8	2/4	1	1	1/8	1/8	1.0		2	74		15
4	4	0	0	2/4	2	1	1/4	1/4	1.0		3	57		22
4	4	0	0	2/4	1	1	1/8	1/8	1.0		9	75		18
4	4	1/8	1/8	2/4	1	1	1/8	1/8	1.0		4	76		19
4	4	1/4	1/4	2/4	2	1	1/4	1/4	1.0		7	61		23
