mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	2	1	1/4		1/4	1		3	57		1
1	0	0	1/2	3/4	2	1	1/4		1/4	1		7	61		1
1	0	0	1/2	3/4	2	1	1/4		1/4	1		4	64		1
1	0	0	1/2	3/4	1	1	1/4		1/4	1		7	73		0
1	0	0	1/2	3/4	1	1	1/4		1/4	1		4	76		0
2	1	0	0	3/4	2	1	1/4		1/4	1		3	57		5
2	1	0	0	3/4	2	1	1/4		1/4	1		7	61		5
2	1	0	0	3/4	2	1	1/4		1/4	1		4	64		5
2	1	0	0	3/4	1	1	1/4		1/4	1		7	73		2
2	1	0	0	3/4	1	1	1/4		1/4	1		4	76		2
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57		6
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		5	59		6
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		2	62		6
2	1	1/4	1/4	3/4	1	1	1/4		1/4	1		5	71		3
2	1	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74		3
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57		7
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		7
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69		4
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73		4
3	2	0	0	3/4	2	1	1/4		1/4	1		3	57		11
3	2	0	0	3/4	2	1	1/4		1/4	1		5	59		11
3	2	0	0	3/4	2	1	1/4		1/4	1		2	62		11
3	2	0	0	3/4	1	1	1/4		1/4	1		5	71		8
3	2	0	0	3/4	1	1	1/4		1/4	1		2	74		8
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57		12
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		7	61		12
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		4	64		12
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1		7	73		9
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1		4	76		9
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57		13
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62		13
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		6	66		13
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74		10
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		6	78		10
4	3	0	0	3/4	2	2	3/4		1/2	3/2		3	57		18
4	3	0	0	3/4	2	1	1/2		1/2	1		2	62		16
4	3	0	0	3/4	2	1	1/2		1/2	1		6	66		16
4	3	0	0	3/4	1	1	1/2		1/2	1		2	74		14
4	3	0	0	3/4	1	1	1/2		1/2	1		6	78		14
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		17
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64		17
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73		15
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76		15
5	4	0	0	3/4	1	1	0	appoggiatura	1/16	1		5	83		19
5	4	0	0	3/4	2	1	1/4		1/4	1		3	57		25
5	4	0	0	3/4	1	1	1/8		1/8	1		3	81		20
5	4	1/8	1/8	3/4	1	1	1/8		1/8	1		8	80		21
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1		7	61		26
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1		4	64		26
5	4	1/4	1/4	3/4	1	1	1/8		1/8	1		3	81		22
5	4	3/8	3/8	3/4	1	1	1/8		1/8	1		5	83		23
5	4	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		27
