mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	1/4		1/4	1		-3	75		0
2	1	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		10
2	1	0	0	3/4	2	1	1/4		1/4	1		0	60		7
2	1	0	0	3/4	2	1	1/4		1/4	1		-3	63		7
2	1	0	0	3/4	1	1	1/8		1/8	1		-4	68		1
2	1	0	0	3/4	1	1	1/8		1/8	1		-4	80		1
2	1	1/8	1/8	3/4	1	1	1/8		1/8	1		-3	75		2
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		8
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-5	61		8
2	1	1/4	1/4	3/4	1	1	1/8		1/8	1		1	67		3
2	1	1/4	1/4	3/4	1	1	1/8		1/8	1		1	79		3
2	1	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	75		4
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1		-4	56		9
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60		9
2	1	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	65		5
2	1	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	77		5
2	1	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75		6
3	2	0	0	3/4	1	1	0	appoggiatura	1/16	1		-1	77		11
3	2	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		19
3	2	0	0	3/4	1	1	1/8		1/8	1		-3	75		12
3	2	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74		13
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55		17
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		17
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		17
3	2	1/4	1/4	3/4	1	1	1/8		1/8	1		-3	75		14
3	2	3/8	3/8	3/4	1	1	1/8		1/8	1		-1	77		15
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55		18
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58		18
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		18
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		-5	73		16
4	3	0	0	3/4	1	1	0	appoggiatura	1/16	1		-5	73		20
4	3	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		29
4	3	0	0	3/4	1	1	1/8		1/8	1		0	72		21
4	3	1/8	1/8	3/4	1	1	1/8		1/8	1		5	71		22
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1		-4	56		27
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60		27
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		27
4	3	1/4	1/4	3/4	1	1	1/8		1/8	1		0	72		23
4	3	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	75		24
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1		-4	56		28
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60		28
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		28
4	3	1/2	1/2	3/4	1	1	1/8		1/8	1		-4	68		25
4	3	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69		26
5	4	0	0	3/4	1	1	0	appoggiatura	1/16	1		0	72		30
5	4	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		39
5	4	0	0	3/4	1	1	1/8		1/8	1		-2	70		31
5	4	1/8	1/8	3/4	1	1	1/8		1/8	1		3	69		32
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		37
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1		-5	61		37
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		37
5	4	1/4	1/4	3/4	1	1	1/8		1/8	1		-2	70		33
5	4	3/8	3/8	3/4	1	1	1/8		1/8	1		-5	73		34
5	4	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58		38
5	4	1/2	1/2	3/4	2	1	1/4		1/4	1		-5	61		38
5	4	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		38
5	4	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67		35
5	4	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75		36
6	5	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		49
6	5	0	0	3/4	2	1	1/4		1/4	1		0	60		46
6	5	0	0	3/4	2	1	1/4		1/4	1		-3	63		46
6	5	0	0	3/4	1	1	1/8		1/8	1		-4	68		40
6	5	0	0	3/4	1	1	1/8		1/8	1		-4	80		40
6	5	1/8	1/8	3/4	1	1	1/8		1/8	1		-3	75		41
6	5	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		47
6	5	1/4	1/4	3/4	2	1	1/4		1/4	1		-5	61		47
6	5	1/4	1/4	3/4	1	1	1/8		1/8	1		1	67		42
6	5	1/4	1/4	3/4	1	1	1/8		1/8	1		1	79		42
6	5	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	75		43
6	5	1/2	1/2	3/4	2	1	1/4		1/4	1		-4	56		48
6	5	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60		48
6	5	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	65		44
6	5	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	77		44
6	5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75		45
7	6	0	0	3/4	1	1	0	appoggiatura	1/16	1		-1	77		50
7	6	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		58
7	6	0	0	3/4	1	1	1/8		1/8	1		-3	75		51
7	6	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74		52
7	6	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55		56
7	6	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		56
7	6	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		56
7	6	1/4	1/4	3/4	1	1	1/8		1/8	1		-3	75		53
7	6	3/8	3/8	3/4	1	1	1/8		1/8	1		-1	77		54
7	6	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55		57
7	6	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58		57
7	6	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		57
7	6	1/2	1/2	3/4	1	1	1/4		1/4	1		-5	73		55
8	7	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		67
8	7	0	0	3/4	1	1	1/8		1/8	1		0	72		59
8	7	1/8	1/8	3/4	1	1	1/8		1/8	1		-3	75		60
8	7	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60		65
8	7	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		65
8	7	1/4	1/4	3/4	1	1	1/8		1/8	1		-4	68		61
8	7	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72		62
8	7	1/2	1/2	3/4	2	1	1/4		1/4	1		-5	61		66
8	7	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		66
8	7	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	70		63
8	7	5/8	5/8	3/4	1	1	1/8		1/8	1		1	67		64
9	8	0	0	3/4	2	1	1/2		1/2	1		-4	56		69
9	8	0	0	3/4	2	1	1/2		1/2	1		0	60		69
9	8	0	0	3/4	2	1	1/2		1/2	1		-3	63		69
9	8	0	0	3/4	1	1	1/2		1/2	1		-4	68		68
10	8	0	1/2	3/4	1	1	1/4		1/4	1		-2	70		70
11	9	0	0	3/4	2	1	1/4		1/4	1		-4	56		77
11	9	0	0	3/4	2	1	1/4		1/4	1		-2	58		77
11	9	0	0	3/4	2	1	1/4		1/4	1		2	62		77
11	9	0	0	3/4	1	1	1/8		1/8	1		2	74		71
11	9	0	0	3/4	1	1	1/8		1/8	1		-1	77		71
11	9	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70		72
11	9	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55		78
11	9	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		78
11	9	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		78
11	9	1/4	1/4	3/4	1	1	1/8		1/8	1		-3	75		73
11	9	1/4	1/4	3/4	1	1	1/8		1/8	1		1	79		73
11	9	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70		74
11	9	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53		79
11	9	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58		79
11	9	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62		79
11	9	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	77		75
11	9	1/2	1/2	3/4	1	1	1/8		1/8	1		-4	80		75
11	9	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70		76
12	10	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		88
12	10	0	0	3/4	1	1	1/8		1/8	1		1	79		80
12	10	0	0	3/4	1	1	1/8		1/8	1		-2	82		80
12	10	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70		81
12	10	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		86
12	10	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		86
12	10	1/4	1/4	3/4	1	1	1/8		1/8	1		-3	75		82
12	10	1/4	1/4	3/4	1	1	1/8		1/8	1		1	79		82
12	10	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70		83
12	10	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58		87
12	10	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		87
12	10	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67		84
12	10	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70		85
13	11	0	0	3/4	2	2	3/4		1/2	3/2		-2	46		97
13	11	0	0	3/4	1	1	1/8		1/8	1		-1	77		89
13	11	0	0	3/4	1	1	1/8		1/8	1		-4	80		89
13	11	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70		90
13	11	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		95
13	11	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74		91
13	11	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	77		91
13	11	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70		92
13	11	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58		96
13	11	1/2	1/2	3/4	1	1	1/8		1/8	1		-4	68		93
13	11	1/2	1/2	3/4	1	1	1/8		1/8	1		2	74		93
13	11	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70		94
14	12	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		105
14	12	0	0	3/4	1	1	1/8		1/8	1		1	67		98
14	12	0	0	3/4	1	1	1/8		1/8	1		-3	75		98
14	12	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74		99
14	12	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55		104
14	12	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		104
14	12	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	77		100
14	12	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	75		101
14	12	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	70		102
14	12	5/8	5/8	3/4	1	1	1/8		1/8	1		1	67		103
15	13	0	0	3/4	2	1	1/4		1/4	1		-5	49		112
15	13	0	0	3/4	2	1	1/4		1/4	1		-3	51		112
15	13	0	0	3/4	2	1	1/4		1/4	1		1	55		112
15	13	0	0	3/4	2	1	1/4		1/4	1		-2	58		112
15	13	0	0	3/4	1	1	1/8		1/8	1		1	67		106
15	13	0	0	3/4	1	1	1/8		1/8	1		-2	70		106
15	13	1/8	1/8	3/4	1	1	1/8		1/8	1		-3	63		107
15	13	1/4	1/4	3/4	2	1	1/4		1/4	1		0	48		113
15	13	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	51		113
15	13	1/4	1/4	3/4	2	1	1/4		1/4	1		-4	56		113
15	13	1/4	1/4	3/4	1	1	1/8		1/8	1		-4	68		108
15	13	1/4	1/4	3/4	1	1	1/8		1/8	1		0	72		108
15	13	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	63		109
15	13	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	46		114
15	13	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	51		114
15	13	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55		114
15	13	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	70		110
15	13	1/2	1/2	3/4	1	1	1/8		1/8	1		-5	73		110
15	13	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	63		111
16	14	0	0	3/4	2	2	3/4		1/2	3/2		-4	44		123
16	14	0	0	3/4	1	1	1/8		1/8	1		0	72		115
16	14	0	0	3/4	1	1	1/8		1/8	1		-3	75		115
16	14	1/8	1/8	3/4	1	1	1/8		1/8	1		-3	63		116
16	14	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	51		121
16	14	1/4	1/4	3/4	2	1	1/4		1/4	1		-4	56		121
16	14	1/4	1/4	3/4	1	1	1/8		1/8	1		-4	68		117
16	14	1/4	1/4	3/4	1	1	1/8		1/8	1		0	72		117
16	14	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	63		118
16	14	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	51		122
16	14	1/2	1/2	3/4	2	1	1/4		1/4	1		-4	56		122
16	14	1/2	1/2	3/4	1	1	1/8		1/8	1		0	60		119
16	14	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	63		120
17	15	0	0	3/4	2	2	3/4		1/2	3/2		-3	39		132
17	15	0	0	3/4	1	1	1/8		1/8	1		-2	70		124
17	15	0	0	3/4	1	1	1/8		1/8	1		-5	73		124
17	15	1/8	1/8	3/4	1	1	1/8		1/8	1		-3	63		125
17	15	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	51		130
17	15	1/4	1/4	3/4	1	1	1/8		1/8	1		1	67		126
17	15	1/4	1/4	3/4	1	1	1/8		1/8	1		-2	70		126
17	15	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	63		127
17	15	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	51		131
17	15	1/2	1/2	3/4	1	1	1/8		1/8	1		-5	61		128
17	15	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67		128
17	15	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	63		129
18	16	0	0	3/4	2	1	1/2		1/2	1		-4	44		134
18	16	0	0	3/4	1	1	1/2		1/2	1		0	60		133
18	16	0	0	3/4	1	1	1/2		1/2	1		-4	68		133
