mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	3/4	2	1	1/4		1/4	1.0		-5	49		6
1	1	0	0	3/4	1	1	1/8		1/8	1.0		-1	65		0
1	1	1/8	1/8	3/4	1	1	1/8		1/8	1.0		-4	68		1
1	1	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-4	56		7
1	1	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-5	61		7
1	1	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-1	65		7
1	1	1/4	1/4	3/4	1	1	1/8		1/8	1.0		-4	68		2
1	1	3/8	3/8	3/4	1	1	1/8		1/8	1.0		-5	73		3
1	1	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-4	56		8
1	1	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-5	61		8
1	1	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-1	65		8
1	1	1/2	1/2	3/4	1	1	1/8		1/8	1.0		-5	73		4
1	1	5/8	5/8	3/4	1	1	1/8		1/8	1.0		-1	77		5
2	2	0	0	3/4	2	1	1/4		1/4	1.0		-4	44		11
2	2	0	0	3/4	1	1	1/2		1/2	1.0		-1	77		9
2	2	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-4	56		12
2	2	1/4	1/4	3/4	2	1	1/4		1/4	1.0		0	60		12
2	2	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-6	66		12
2	2	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-4	56		13
2	2	1/2	1/2	3/4	2	1	1/4		1/4	1.0		0	60		13
2	2	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-6	66		13
2	2	1/2	1/2	3/4	1	1	1/4		1/4	1.0		-3	75		10
3	3	0	0	3/4	2	1	1/4		1/4	1.0		-4	44		20
3	3	0	0	3/4	1	1	1/8		1/8	1.0		0	72		14
3	3	1/8	1/8	3/4	1	1	1/8		1/8	1.0		-3	75		15
3	3	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-4	56		21
3	3	1/4	1/4	3/4	2	1	1/4		1/4	1.0		0	60		21
3	3	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-6	66		21
3	3	1/4	1/4	3/4	1	1	1/8		1/8	1.0		-3	75		16
3	3	3/8	3/8	3/4	1	1	1/8		1/8	1.0		-6	78		17
3	3	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-4	56		22
3	3	1/2	1/2	3/4	2	1	1/4		1/4	1.0		0	60		22
3	3	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-6	66		22
3	3	1/2	1/2	3/4	1	1	1/8		1/8	1.0		-6	78		18
3	3	5/8	5/8	3/4	1	1	1/8		1/8	1.0		-2	82		19
4	4	0	0	3/4	2	1	1/4		1/4	1.0		-5	49		25
4	4	0	0	3/4	1	1	1/2		1/2	1.0		-2	82		23
4	4	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-4	56		26
4	4	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-5	61		26
4	4	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-1	65		26
4	4	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-4	56		27
4	4	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-5	61		27
4	4	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-1	65		27
4	4	1/2	1/2	3/4	1	1	1/4		1/4	1.0		-4	80		24
5	5	0	0	3/4	2	1	1/4		1/4	1.0		-5	49		34
5	5	0	0	3/4	1	1	1/8		1/8	1.0		-1	77		28
5	5	1/8	1/8	3/4	1	1	1/8		1/8	1.0		-4	80		29
5	5	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-4	56		35
5	5	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-5	61		35
5	5	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-1	65		35
5	5	1/4	1/4	3/4	1	1	1/8		1/8	1.0		-4	80		30
5	5	3/8	3/8	3/4	1	1	1/8		1/8	1.0		-5	85		31
5	5	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-4	56		36
5	5	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-5	61		36
5	5	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-1	65		36
5	5	1/2	1/2	3/4	1	1	1/8		1/8	1.0		-5	85		32
5	5	5/8	5/8	3/4	1	1	1/8		1/8	1.0		-1	89		33
6	6	0	0	3/4	2	1	1/4		1/4	1.0		-4	44		39
6	6	0	0	3/4	1	1	1/2		1/2	1.0		-1	89		37
6	6	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-4	56		40
6	6	1/4	1/4	3/4	2	1	1/4		1/4	1.0		0	60		40
6	6	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-6	66		40
6	6	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-4	56		41
6	6	1/2	1/2	3/4	2	1	1/4		1/4	1.0		0	60		41
6	6	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-6	66		41
6	6	1/2	1/2	3/4	1	1	1/4		1/4	1.0		-3	87		38
7	7	0	0	3/4	2	1	1/4		1/4	1.0		-4	44		45
7	7	0	0	3/4	1	1	1/4		1/4	1.0		-2	94		42
7	7	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-4	56		46
7	7	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-3	63		46
7	7	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-6	66		46
7	7	1/4	1/4	3/4	1	1	1/4		1/4	1.0		0	84		43
7	7	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-4	56		47
7	7	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-3	63		47
7	7	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-6	66		47
7	7	1/2	1/2	3/4	1	1	1/4		1/4	1.0		0	84		44
8	8	0	0	3/4	2	1	1/4		1/4	1.0		-5	49		49
8	8	0	0	3/4	1	1	1/2		1/2	1.0		-5	85		48
8	8	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-4	56		50
8	8	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-5	61		50
8	8	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-1	65		50
8	8	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-4	56		51
8	8	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-5	61		51
8	8	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-1	65		51
9	9	0	0	3/4	2	1	1/4		1/4	1.0		-5	49		57
9	9	0	0	3/4	1	1	1/8		1/8	1.0		-1	65		52
9	9	1/8	1/8	3/4	1	1	1/8		1/8	1.0		-4	68		53
9	9	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-4	56		58
9	9	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-5	61		58
9	9	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-1	65		58
9	9	1/4	1/4	3/4	1	1	1/8		1/8	1.0		-4	68		54
9	9	3/8	3/8	3/4	1	1	1/8		1/8	1.0		-5	73		55
9	9	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-4	56		59
9	9	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-3	63		59
9	9	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-6	66		59
9	9	1/2	1/2	3/4	1	1	1/4		1/4	1.0		0	72		56
10	10	0	0	3/4	2	1	1/4		1/4	1.0		-5	49		65
10	10	0	0	3/4	1	1	1/8		1/8	1.0		-5	73		60
10	10	1/8	1/8	3/4	1	1	1/8		1/8	1.0		-1	77		61
10	10	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-4	56		66
10	10	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-5	61		66
10	10	1/4	1/4	3/4	2	1	1/4		1/4	1.0		-1	65		66
10	10	1/4	1/4	3/4	1	1	1/8		1/8	1.0		-1	77		62
10	10	3/8	3/8	3/4	1	1	1/8		1/8	1.0		-4	80		63
10	10	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-4	56		67
10	10	1/2	1/2	3/4	2	1	1/4		1/4	1.0		0	60		67
10	10	1/2	1/2	3/4	2	1	1/4		1/4	1.0		-6	66		67
10	10	1/2	1/2	3/4	1	1	1/4		1/4	1.0		-3	75		64
11	11	0	0	3/4	2	1	1/4		1/4	1.0		-5	49		73
11	11	0	0	3/4	1	1	1/8		1/8	1.0		-1	77		68
11	11	1/8	1/8	3/4	1	1	1/8		1/8	1.0		-4	80		69
