mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	1/8	1/8	1.0		5	71		0
1	0	0	1/2	3/4	1	1	1/8	1/8	1.0		2	74		0
1	0	1/8	5/8	3/4	1	1	1/8	1/8	1.0		5	71		1
1	0	1/8	5/8	3/4	1	1	1/8	1/8	1.0		2	74		1
2	1	0	0	3/4	2	1	1/4	1/4	1.0		1	55		12
2	1	0	0	3/4	1	2	1/4	1/4	1.0		5	71		8
2	1	0	0	3/4	1	1	1/8	1/8	1.0		2	74		2
2	1	1/8	1/8	3/4	1	1	1/8	1/8	1.0		4	76		3
2	1	1/4	1/4	3/4	2	1	1/4	1/4	1.0		5	59		13
2	1	1/4	1/4	3/4	2	1	1/4	1/4	1.0		1	67		13
2	1	1/4	1/4	3/4	1	2	1/4	1/4	1.0		5	71		9
2	1	1/4	1/4	3/4	1	1	1/8	1/8	1.0		2	74		4
2	1	3/8	3/8	3/4	1	1	1/8	1/8	1.0		1	79		5
2	1	1/2	1/2	3/4	2	1	1/4	1/4	1.0		5	59		14
2	1	1/2	1/2	3/4	2	1	1/4	1/4	1.0		1	67		14
2	1	1/2	1/2	3/4	1	2	1/8	1/8	1.0		5	71		10
2	1	1/2	1/2	3/4	1	1	1/8	1/8	1.0		2	74		6
2	1	5/8	5/8	3/4	1	2	1/8	1/8	1.0		5	71		11
2	1	5/8	5/8	3/4	1	1	1/8	1/8	1.0		2	74		7
3	2	0	0	3/4	2	1	1/4	1/4	1.0		2	50		25
3	2	0	0	3/4	1	2	1/4	1/4	1.0		0	72		21
3	2	0	0	3/4	1	1	1/8	1/8	1.0		2	74		15
3	2	1/8	1/8	3/4	1	1	1/8	1/8	1.0		4	76		16
3	2	1/4	1/4	3/4	2	1	1/4	1/4	1.0		2	62		26
3	2	1/4	1/4	3/4	2	1	1/4	1/4	1.0		3	69		26
3	2	1/4	1/4	3/4	1	2	1/4	1/4	1.0		0	72		22
3	2	1/4	1/4	3/4	1	1	1/8	1/8	1.0		2	74		17
3	2	3/8	3/8	3/4	1	1	1/8	1/8	1.0		3	81		18
3	2	1/2	1/2	3/4	2	1	1/4	1/4	1.0		2	62		27
3	2	1/2	1/2	3/4	2	1	1/4	1/4	1.0		3	69		27
3	2	1/2	1/2	3/4	1	2	1/8	1/8	1.0		0	72		23
3	2	1/2	1/2	3/4	1	1	1/8	1/8	1.0		2	74		19
3	2	5/8	5/8	3/4	1	2	1/8	1/8	1.0		0	72		24
3	2	5/8	5/8	3/4	1	1	1/8	1/8	1.0		2	74		20
4	3	0	0	3/4	2	1	1/4	1/4	1.0		2	50		39
4	3	0	0	3/4	1	2	1/4	1/4	1.0		0	72		34
4	3	0	0	3/4	1	1	1/8	1/8	1.0		2	74		28
4	3	1/8	1/8	3/4	1	1	1/8	1/8	1.0		4	76		29
4	3	1/4	1/4	3/4	2	1	1/4	1/4	1.0		2	62		40
4	3	1/4	1/4	3/4	2	1	1/4	1/4	1.0		3	69		40
4	3	1/4	1/4	3/4	1	2	1/8	1/8	1.0		2	74		35
4	3	1/4	1/4	3/4	1	1	1/8	1/8	1.0		6	78		30
4	3	3/8	3/8	3/4	1	2	1/8	1/8	1.0		4	76		36
4	3	3/8	3/8	3/4	1	1	1/8	1/8	1.0		1	79		31
4	3	1/2	1/2	3/4	2	1	1/4	1/4	1.0		2	62		41
4	3	1/2	1/2	3/4	2	1	1/4	1/4	1.0		3	69		41
4	3	1/2	1/2	3/4	1	2	1/8	1/8	1.0		6	78		37
4	3	1/2	1/2	3/4	1	1	1/8	1/8	1.0		3	81		32
4	3	5/8	5/8	3/4	1	2	1/8	1/8	1.0		1	79		38
4	3	5/8	5/8	3/4	1	1	1/8	1/8	1.0		5	83		33
5	4	0	0	3/4	2	1	1/4	1/4	1.0		1	55		52
5	4	0	0	3/4	1	2	1/8	1/8	1.0		3	81		47
5	4	0	0	3/4	1	1	1/8	1/8	1.0		0	84		42
5	4	1/8	1/8	3/4	1	2	1/8	1/8	1.0		1	79		48
5	4	1/8	1/8	3/4	1	1	1/8	1/8	1.0		5	83		43
5	4	1/4	1/4	3/4	2	1	1/4	1/4	1.0		5	59		53
5	4	1/4	1/4	3/4	2	1	1/4	1/4	1.0		1	67		53
5	4	1/4	1/4	3/4	1	2	1/4	1/4	1.0		5	71		49
5	4	1/4	1/4	3/4	1	1	1/4	1/4	1.0		1	79		44
5	4	1/2	1/2	3/4	2	1	1/4	1/4	1.0		5	59		54
5	4	1/2	1/2	3/4	2	1	1/4	1/4	1.0		1	67		54
5	4	1/2	1/2	3/4	1	2	1/8	1/8	1.0		5	71		50
5	4	1/2	1/2	3/4	1	1	1/8	1/8	1.0		2	74		45
5	4	5/8	5/8	3/4	1	2	1/8	1/8	1.0		5	71		51
5	4	5/8	5/8	3/4	1	1	1/8	1/8	1.0		2	74		46
6	5	0	0	3/4	2	1	1/4	1/4	1.0		1	55		65
6	5	0	0	3/4	1	2	1/4	1/4	1.0		5	71		61
6	5	0	0	3/4	1	1	1/8	1/8	1.0		2	74		55
6	5	1/8	1/8	3/4	1	1	1/8	1/8	1.0		4	76		56
6	5	1/4	1/4	3/4	2	1	1/4	1/4	1.0		5	59		66
