mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	1/4		1/4	1		1	67		0
2	1	0	0	3/4	1	1	0	grace32	1/32	1		4	76		1
2	1	0	0	3/4	1	1	0	grace16	1/16	1		-1	77		2
2	1	0	0	3/4	2	1	3/4		1/2	3/2		0	48		9
2	1	0	0	3/4	2	1	3/4		1/2	3/2		1	55		9
2	1	0	0	3/4	2	1	3/4		1/2	3/2		0	60		9
2	1	0	0	3/4	1	1	1/8		1/8	1		0	72		3
2	1	0	0	3/4	1	1	1/8		1/8	1		4	76		3
2	1	1/8	1/8	3/4	1	1	1/8		1/8	1		5	71		4
2	1	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74		4
2	1	1/4	1/4	3/4	1	1	1/8		1/8	1		0	72		5
2	1	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76		5
2	1	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71		6
2	1	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74		6
2	1	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69		7
2	1	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72		7
2	1	5/8	5/8	3/4	1	1	1/8		1/8	1		1	67		8
2	1	5/8	5/8	3/4	1	1	1/8		1/8	1		5	71		8
3	2	0	0	3/4	2	1	1/4		1/4	1		0	48		13
3	2	0	0	3/4	2	1	1/4		1/4	1		3	57		13
3	2	0	0	3/4	2	1	1/4		1/4	1		0	60		13
3	2	0	0	3/4	1	1	1/4		1/4	1		-1	65		10
3	2	0	0	3/4	1	1	1/4		1/4	1		3	69		10
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		0	48		14
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57		14
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60		14
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1		-1	65		11
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1		3	69		11
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		0	48		15
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57		15
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60		15
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	65		12
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69		12
4	3	0	0	3/4	1	2	0	grace32	1/32	1		-1	65		22
4	3	0	0	3/4	1	2	0	grace32	1/32	1		1	67		23
4	3	0	0	3/4	2	1	3/4		1/2	3/2		0	48		25
4	3	0	0	3/4	2	1	3/4		1/2	3/2		1	55		25
4	3	0	0	3/4	2	1	3/4		1/2	3/2		5	59		25
4	3	0	0	3/4	1	2	3/4		1/2	3/2		2	62		24
4	3	0	0	3/4	1	1	1/8		1/8	1		-1	65		16
4	3	1/8	1/8	3/4	1	1	1/8		1/8	1		4	64		17
4	3	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	65		18
4	3	3/8	3/8	3/4	1	1	1/8		1/8	1		3	69		19
