mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	1/4	1/4	1		1	67		0
2	1	0	0	3/4	2	1	1/4	1/4	1		0	48		5
2	1	0	0	3/4	1	1	1/4	1/4	1		4	64		1
2	1	0	0	3/4	1	1	1/4	1/4	1		1	67		1
2	1	1/4	1/4	3/4	2	1	1/4	1/4	1		4	52		6
2	1	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60		6
2	1	1/4	1/4	3/4	1	1	1/8	1/8	1		0	72		2
2	1	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76		3
2	1	1/2	1/2	3/4	2	1	1/4	1/4	1		1	55		7
2	1	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60		7
2	1	1/2	1/2	3/4	1	1	1/8	1/8	1		4	64		4
2	1	1/2	1/2	3/4	1	1	1/8	1/8	1		1	67		4
3	2	0	0	3/4	2	1	1/4	1/4	1		0	48		12
3	2	0	0	3/4	1	1	1/4	1/4	1		-1	65		8
3	2	0	0	3/4	1	1	1/4	1/4	1		3	69		8
3	2	1/4	1/4	3/4	2	1	1/4	1/4	1		-1	53		13
3	2	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60		13
3	2	1/4	1/4	3/4	1	1	1/8	1/8	1		0	72		9
3	2	3/8	3/8	3/4	1	1	1/8	1/8	1		-1	77		10
3	2	1/2	1/2	3/4	2	1	1/4	1/4	1		3	57		14
3	2	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60		14
3	2	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	65		11
3	2	1/2	1/2	3/4	1	1	1/8	1/8	1		3	69		11
4	3	0	0	3/4	2	1	1/4	1/4	1		0	48		21
4	3	0	0	3/4	1	2	3/4	1/2	3/2		4	64		20
4	3	0	0	3/4	1	1	1/4	1/4	1		1	67		15
4	3	1/4	1/4	3/4	2	1	1/4	1/4	1		4	52		22
4	3	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60		22
4	3	1/4	1/4	3/4	1	1	1/8	1/8	1		0	72		16
4	3	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76		17
4	3	1/2	1/2	3/4	2	1	1/4	1/4	1		1	55		23
4	3	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60		23
4	3	1/2	1/2	3/4	1	1	1/8	1/8	1		2	74		18
4	3	5/8	5/8	3/4	1	1	1/8	1/8	1		0	72		19
5	4	0	0	3/4	2	1	1/4	1/4	1		1	43		33
5	4	0	0	3/4	1	2	1/4	1/4	1		-1	65		30
5	4	0	0	3/4	1	1	1/8	1/8	1		0	72		24
5	4	1/8	1/8	3/4	1	1	1/8	1/8	1		5	71		25
5	4	1/4	1/4	3/4	2	1	1/4	1/4	1		2	50		34
5	4	1/4	1/4	3/4	2	1	1/4	1/4	1		5	59		34
5	4	1/4	1/4	3/4	1	2	1/4	1/4	1		-1	65		31
5	4	1/4	1/4	3/4	1	1	1/8	1/8	1		5	71		26
5	4	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69		27
5	4	1/2	1/2	3/4	2	1	1/4	1/4	1		1	55		35
5	4	1/2	1/2	3/4	2	1	1/4	1/4	1		5	59		35
5	4	1/2	1/2	3/4	1	2	1/4	1/4	1		-1	65		32
5	4	1/2	1/2	3/4	1	1	1/8	1/8	1		3	69		28
5	4	5/8	5/8	3/4	1	1	1/8	1/8	1		1	67		29
6	5	0	0	3/4	2	1	1/4	1/4	1		0	48		40
6	5	0	0	3/4	1	1	1/4	1/4	1		4	64		36
6	5	0	0	3/4	1	1	1/4	1/4	1		1	67		36
6	5	1/4	1/4	3/4	2	1	1/4	1/4	1		4	52		41
6	5	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60		41
6	5	1/4	1/4	3/4	1	1	1/8	1/8	1		0	72		37
6	5	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76		38
6	5	1/2	1/2	3/4	2	1	1/4	1/4	1		1	55		42
6	5	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60		42
6	5	1/2	1/2	3/4	1	1	1/8	1/8	1		4	64		39
6	5	1/2	1/2	3/4	1	1	1/8	1/8	1		1	67		39
7	6	0	0	3/4	2	1	1/4	1/4	1		0	48		47
7	6	0	0	3/4	1	1	1/4	1/4	1		-1	65		43
