mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	1/4		1/4	1		-1	77		0
2	1	0	0	3/4	2	1	1/4		1/4	1		-2	46		4
2	1	0	0	3/4	1	1	1/2		1/2	1		2	74		1
2	1	0	0	3/4	1	1	1/2		1/2	1		-1	77		1
2	1	0	0	3/4	1	1	1/2		1/2	1		-2	82		1
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		5
2	1	1/2	1/2	3/4	1	1	3/16		1/8	3/2		-1	77		2
2	1	11/16	11/16	3/4	1	1	1/16		1/16	1		2	74		3
3	2	0	0	3/4	2	1	1/4		1/4	1		-3	39		9
3	2	0	0	3/4	1	1	1/2		1/2	1		1	67		6
3	2	0	0	3/4	1	1	1/2		1/2	1		1	79		6
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	51		10
3	2	1/2	1/2	3/4	1	1	3/16		1/8	3/2		-3	75		7
3	2	11/16	11/16	3/4	1	1	1/16		1/16	1		0	72		8
4	3	0	0	3/4	2	1	1/4		1/4	1		-1	53		15
4	3	0	0	3/4	1	1	1/4		1/4	1		3	69		11
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	65		16
4	3	1/4	1/4	3/4	1	1	1/4		1/4	1		3	69		12
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		17
4	3	1/2	1/2	3/4	1	2	1/4		1/4	1		-1	65		14
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69		13
5	4	0	0	3/4	2	1	3/16		1/8	3/2		2	62		23
5	4	0	0	3/4	1	2	1/2		1/2	1		-1	65		22
5	4	0	0	3/4	1	1	3/16		1/8	3/2		-2	70		18
5	4	3/16	3/16	3/4	2	1	1/16		1/16	1		0	60		24
5	4	3/16	3/16	3/4	1	1	1/16		1/16	1		0	72		19
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		25
5	4	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74		20
5	4	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	77		21
6	5	0	0	3/4	2	1	1/4		1/4	1		-2	46		29
6	5	0	0	3/4	1	1	1/2		1/2	1		2	74		26
6	5	0	0	3/4	1	1	1/2		1/2	1		-1	77		26
6	5	0	0	3/4	1	1	1/2		1/2	1		-2	82		26
6	5	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		30
