mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	3/4	2	2	3/4		1/2	3/2		5	47		5
1	1	0	0	3/4	1	1	3/8		1/4	3/2		9	63		0
1	1	0	0	3/4	1	1	3/8		1/4	3/2		6	66		0
1	1	0	0	3/4	1	1	3/8		1/4	3/2		9	75		0
1	1	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		3
1	1	3/8	3/8	3/4	1	1	1/8		1/8	1		9	63		1
1	1	3/8	3/8	3/4	1	1	1/8		1/8	1		6	66		1
1	1	3/8	3/8	3/4	1	1	1/8		1/8	1		9	75		1
1	1	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59		4
1	1	1/2	1/2	3/4	1	1	1/4		1/4	1		9	63		2
1	1	1/2	1/2	3/4	1	1	1/4		1/4	1		6	66		2
1	1	1/2	1/2	3/4	1	1	1/4		1/4	1		9	75		2
2	2	0	0	3/4	2	2	3/4		1/2	3/2		5	47		11
2	2	0	0	3/4	1	2	3/4		1/2	3/2		4	64		8
2	2	0	0	3/4	1	2	3/4		1/2	3/2		8	68		8
2	2	0	0	3/4	1	1	1/2		1/2	1		9	75		6
2	2	1/4	1/4	3/4	2	1	1/4		1/4	1		8	56		9
2	2	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		10
2	2	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73		7
3	3	0	0	3/4	2	2	3/4		1/2	3/2		5	47		21
3	3	0	0	3/4	1	2	3/4		1/2	3/2		4	64		18
3	3	0	0	3/4	1	1	1/4		1/4	1		6	66		12
3	3	1/4	1/4	3/4	1	1	0	appoggiatura	1/16	1		10	70		13
3	3	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		19
3	3	1/4	1/4	3/4	1	1	1/8		1/8	1		8	68		14
3	3	3/8	3/8	3/4	1	1	1/8		1/8	1		6	66		15
3	3	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		20
3	3	1/2	1/2	3/4	1	1	1/8		1/8	1		8	68		16
3	3	5/8	5/8	3/4	1	1	1/8		1/8	1		10	70		17
4	4	0	0	3/4	2	2	3/4		1/2	3/2		5	47		27
4	4	0	0	3/4	1	2	3/4		1/2	3/2		9	63		24
4	4	0	0	3/4	1	1	1/2		1/2	1		7	73		22
4	4	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		25
4	4	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59		26
4	4	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71		23
5	5	0	0	3/4	2	2	3/4		1/2	3/2		5	47		33
5	5	0	0	3/4	1	1	3/8		1/4	3/2		6	66		28
5	5	0	0	3/4	1	1	3/8		1/4	3/2		9	75		28
5	5	0	0	3/4	1	1	3/8		1/4	3/2		6	78		28
5	5	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		31
5	5	3/8	3/8	3/4	1	1	1/8		1/8	1		6	66		29
5	5	3/8	3/8	3/4	1	1	1/8		1/8	1		9	75		29
5	5	3/8	3/8	3/4	1	1	1/8		1/8	1		6	78		29
5	5	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59		32
5	5	1/2	1/2	3/4	1	1	1/4		1/4	1		6	66		30
5	5	1/2	1/2	3/4	1	1	1/4		1/4	1		9	75		30
5	5	1/2	1/2	3/4	1	1	1/4		1/4	1		6	78		30
6	6	0	0	3/4	2	2	3/4		1/2	3/2		5	47		39
6	6	0	0	3/4	1	2	3/4		1/2	3/2		8	68		36
6	6	0	0	3/4	1	2	3/4		1/2	3/2		5	71		36
6	6	0	0	3/4	1	1	1/2		1/2	1		6	78		34
6	6	1/4	1/4	3/4	2	1	1/4		1/4	1		8	56		37
6	6	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59		38
6	6	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76		35
7	7	0	0	3/4	1	1	0	appoggiatura	1/16	1		6	78		40
7	7	0	0	3/4	2	2	3/4		1/2	3/2		5	47		50
7	7	0	0	3/4	1	2	3/4		1/2	3/2		10	70		47
7	7	0	0	3/4	1	1	1/8		1/8	1		4	76		41
7	7	1/8	1/8	3/4	1	1	1/8		1/8	1		9	75		42
7	7	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		48
7	7	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76		43
7	7	3/8	3/8	3/4	1	1	1/8		1/8	1		8	80		44
7	7	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		49
7	7	1/2	1/2	3/4	1	1	1/8		1/8	1		6	78		45
7	7	5/8	5/8	3/4	1	1	1/8		1/8	1		4	76		46
8	8	0	0	3/4	2	2	3/4		1/2	3/2		5	47		56
8	8	0	0	3/4	1	2	3/4		1/2	3/2		6	66		53
8	8	0	0	3/4	1	1	1/2		1/2	1		14	74		51
8	8	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		54
8	8	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59		55
8	8	1/2	1/2	3/4	1	1	1/4		1/4	1		9	75		52
9	9	0	0	3/4	2	2	3/4		1/2	3/2		5	47		62
9	9	0	0	3/4	1	1	3/8		1/4	3/2		9	63		57
9	9	0	0	3/4	1	1	3/8		1/4	3/2		6	66		57
9	9	0	0	3/4	1	1	3/8		1/4	3/2		9	75		57
9	9	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		60
9	9	3/8	3/8	3/4	1	1	1/8		1/8	1		9	63		58
9	9	3/8	3/8	3/4	1	1	1/8		1/8	1		6	66		58
9	9	3/8	3/8	3/4	1	1	1/8		1/8	1		9	75		58
9	9	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59		61
9	9	1/2	1/2	3/4	1	1	1/4		1/4	1		9	63		59
9	9	1/2	1/2	3/4	1	1	1/4		1/4	1		6	66		59
9	9	1/2	1/2	3/4	1	1	1/4		1/4	1		9	75		59
10	10	0	0	3/4	2	2	3/4		1/2	3/2		5	47		68
10	10	0	0	3/4	1	2	3/4		1/2	3/2		4	64		65
10	10	0	0	3/4	1	2	3/4		1/2	3/2		8	68		65
10	10	0	0	3/4	1	1	1/2		1/2	1		9	75		63
10	10	1/4	1/4	3/4	2	1	1/4		1/4	1		8	56		66
10	10	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		67
10	10	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73		64
11	11	0	0	3/4	2	2	3/4		1/2	3/2		5	47		78
11	11	0	0	3/4	1	2	3/4		1/2	3/2		4	64		75
11	11	0	0	3/4	1	1	1/4		1/4	1		6	66		69
11	11	1/4	1/4	3/4	1	1	0	appoggiatura	1/16	1		10	70		70
11	11	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		76
11	11	1/4	1/4	3/4	1	1	1/8		1/8	1		8	68		71
11	11	3/8	3/8	3/4	1	1	1/8		1/8	1		6	66		72
11	11	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		77
11	11	1/2	1/2	3/4	1	1	1/8		1/8	1		8	68		73
11	11	5/8	5/8	3/4	1	1	1/8		1/8	1		10	70		74
12	12	0	0	3/4	2	2	3/4		1/2	3/2		5	47		84
12	12	0	0	3/4	1	2	3/4		1/2	3/2		9	63		81
12	12	0	0	3/4	1	1	1/2		1/2	1		7	73		79
12	12	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		82
12	12	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59		83
12	12	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71		80
13	13	0	0	3/4	2	2	3/4		1/2	3/2		5	47		93
13	13	0	0	3/4	1	2	3/8		1/4	3/2		6	66		88
13	13	0	0	3/4	1	1	3/8		1/4	3/2		9	75		85
13	13	0	0	3/4	1	1	3/8		1/4	3/2		6	78		85
13	13	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		91
13	13	3/8	3/8	3/4	1	2	1/8		1/8	1		6	66		89
13	13	3/8	3/8	3/4	1	1	1/8		1/8	1		9	75		86
13	13	3/8	3/8	3/4	1	1	1/8		1/8	1		6	78		86
13	13	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59		92
13	13	1/2	1/2	3/4	1	2	1/4		1/4	1		8	68		90
13	13	1/2	1/2	3/4	1	1	1/4		1/4	1		9	75		87
13	13	1/2	1/2	3/4	1	1	1/4		1/4	1		6	78		87
14	14	0	0	3/4	2	2	3/4		1/2	3/2		10	46		100
14	14	0	0	3/4	1	2	1/2		1/2	1		10	70		96
14	14	0	0	3/4	1	1	1/2		1/2	1		9	75		94
14	14	0	0	3/4	1	1	1/2		1/2	1		6	78		94
14	14	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		98
14	14	1/2	1/2	3/4	2	1	1/4		1/4	1		10	58		99
14	14	1/2	1/2	3/4	1	2	1/4		1/4	1		6	66		97
14	14	1/2	1/2	3/4	1	1	1/4		1/4	1		9	75		95
15	15	0	0	3/4	2	2	1/2		1/2	1		10	46		110
15	15	0	0	3/4	1	2	3/4		1/2	3/2		8	68		107
15	15	0	0	3/4	1	2	3/4		1/2	3/2		14	74		107
15	15	0	0	3/4	1	1	1/4		1/4	1		11	77		101
15	15	1/4	1/4	3/4	1	1	0	appoggiatura	1/16	1		6	78		102
15	15	1/4	1/4	3/4	2	1	1/4		1/4	1		11	53		108
15	15	1/4	1/4	3/4	1	1	1/8		1/8	1		11	77		103
15	15	3/8	3/8	3/4	1	1	1/8		1/8	1		9	75		104
15	15	1/2	1/2	3/4	2	1	1/4		1/4	1		10	58		109
15	15	1/2	1/2	3/4	1	1	1/8		1/8	1		11	77		105
15	15	5/8	5/8	3/4	1	1	1/8		1/8	1		6	78		106
16	16	0	0	3/4	2	2	3/4		1/2	3/2		9	51		115
16	16	0	0	3/4	1	2	3/4		1/2	3/2		6	66		112
16	16	0	0	3/4	1	1	3/4		1/2	3/2		9	75		111
16	16	1/4	1/4	3/4	2	1	1/4		1/4	1		10	58		113
16	16	1/2	1/2	3/4	2	1	1/4		1/4	1		9	63		114
17	17	0	0	3/4	2	2	3/4		1/2	3/2		9	51		124
17	17	0	0	3/4	1	2	3/8		1/4	3/2		13	67		119
17	17	0	0	3/4	1	2	3/8		1/4	3/2		7	73		119
17	17	0	0	3/4	1	1	3/8		1/4	3/2		9	75		116
17	17	1/4	1/4	3/4	2	1	1/4		1/4	1		10	58		122
17	17	3/8	3/8	3/4	1	2	1/8		1/8	1		13	67		120
17	17	3/8	3/8	3/4	1	2	1/8		1/8	1		7	73		120
17	17	3/8	3/8	3/4	1	1	1/8		1/8	1		9	75		117
17	17	1/2	1/2	3/4	2	1	1/4		1/4	1		9	63		123
17	17	1/2	1/2	3/4	1	2	1/4		1/4	1		13	67		121
17	17	1/2	1/2	3/4	1	2	1/4		1/4	1		7	73		121
17	17	1/2	1/2	3/4	1	1	1/4		1/4	1		9	75		118
18	18	0	0	3/4	2	2	1/4		1/4	1		8	44		130
18	18	0	0	3/4	1	2	3/4		1/2	3/2		8	68		127
18	18	0	0	3/4	1	1	1/2		1/2	1		7	73		125
18	18	0	0	3/4	1	1	1/2		1/2	1		9	75		125
18	18	1/4	1/4	3/4	2	1	1/4		1/4	1		8	56		128
18	18	1/4	1/4	3/4	2	2	1/2		1/2	1		8	56		131
18	18	1/2	1/2	3/4	2	1	1/4		1/4	1		9	63		129
18	18	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71		126
18	18	1/2	1/2	3/4	1	1	1/4		1/4	1		8	80		126
19	19	0	0	3/4	2	2	3/4		1/2	3/2		7	49		140
19	19	0	0	3/4	1	2	3/8		1/4	3/2		11	65		135
19	19	0	0	3/4	1	2	3/8		1/4	3/2		5	71		135
19	19	0	0	3/4	1	1	3/8		1/4	3/2		7	73		132
19	19	1/4	1/4	3/4	2	1	1/4		1/4	1		8	56		138
19	19	3/8	3/8	3/4	1	2	1/8		1/8	1		11	65		136
19	19	3/8	3/8	3/4	1	2	1/8		1/8	1		5	71		136
19	19	3/8	3/8	3/4	1	1	1/8		1/8	1		7	73		133
19	19	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		139
19	19	1/2	1/2	3/4	1	2	1/4		1/4	1		11	65		137
19	19	1/2	1/2	3/4	1	2	1/4		1/4	1		5	71		137
19	19	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73		134
20	20	0	0	3/4	2	2	1/4		1/4	1		6	42		146
20	20	0	0	3/4	1	2	3/4		1/2	3/2		6	66		143
20	20	0	0	3/4	1	1	1/2		1/2	1		5	71		141
20	20	0	0	3/4	1	1	1/2		1/2	1		7	73		141
20	20	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		144
20	20	1/4	1/4	3/4	2	2	1/2		1/2	1		6	54		147
20	20	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		145
20	20	1/2	1/2	3/4	1	1	1/4		1/4	1		10	70		142
20	20	1/2	1/2	3/4	1	1	1/4		1/4	1		6	78		142
21	21	0	0	3/4	2	2	3/4		1/2	3/2		12	48		153
21	21	0	0	3/4	1	1	3/8		1/4	3/2		6	66		148
21	21	0	0	3/4	1	1	3/8		1/4	3/2		3	69		148
21	21	0	0	3/4	1	1	3/8		1/4	3/2		9	75		148
21	21	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		151
21	21	3/8	3/8	3/4	1	1	1/8		1/8	1		6	66		149
21	21	3/8	3/8	3/4	1	1	1/8		1/8	1		3	69		149
21	21	3/8	3/8	3/4	1	1	1/8		1/8	1		9	75		149
21	21	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57		152
21	21	1/2	1/2	3/4	1	1	1/4		1/4	1		6	66		150
21	21	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69		150
21	21	1/2	1/2	3/4	1	1	1/4		1/4	1		9	75		150
22	22	0	0	3/4	2	2	3/4		1/2	3/2		7	49		161
22	22	0	0	3/4	1	3	1/2		1/2	1		6	66		157
22	22	0	0	3/4	1	2	3/4		1/2	3/2		8	68		156
22	22	0	0	3/4	1	1	1/2		1/2	1		9	75		154
22	22	1/4	1/4	3/4	2	1	1/4		1/4	1		8	56		159
22	22	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		160
22	22	1/2	1/2	3/4	1	3	1/4		1/4	1		4	64		158
22	22	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76		155
23	23	0	0	3/4	2	2	1/4		1/4	1		6	42		171
23	23	0	0	3/4	1	2	3/4		1/2	3/2		4	64		168
23	23	0	0	3/4	1	1	1/4		1/4	1		10	70		162
23	23	1/4	1/4	3/4	1	1	0	appoggiatura	1/16	1		7	73		163
23	23	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		169
23	23	1/4	1/4	3/4	2	2	1/2		1/2	1		6	54		172
23	23	1/4	1/4	3/4	1	1	1/8		1/8	1		5	71		164
23	23	3/8	3/8	3/4	1	1	1/8		1/8	1		10	70		165
23	23	1/2	1/2	3/4	2	1	1/4		1/4	1		10	58		170
