mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	1/8	1/8	1		6	78		0
1	0	1/8	5/8	3/4	1	1	1/8	1/8	1		4	76		1
2	1	0	0	3/4	2	1	1/8	1/8	1		6	54		7
2	1	0	0	3/4	2	1	1/8	1/8	1		3	57		7
2	1	0	0	3/4	1	1	1/8	1/8	1		2	74		2
2	1	1/8	1/8	3/4	2	1	1/8	1/8	1		6	54		8
2	1	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57		8
2	1	1/8	1/8	3/4	1	1	1/8	1/8	1		2	74		3
2	1	1/4	1/4	3/4	2	1	1/4	1/4	1		6	54		9
2	1	1/4	1/4	3/4	2	1	1/4	1/4	1		3	57		9
2	1	1/4	1/4	3/4	1	1	1/4	1/4	1		2	74		4
2	1	1/2	1/2	3/4	2	1	1/4	1/4	1		8	56		10
2	1	1/2	1/2	3/4	2	1	1/4	1/4	1		5	59		10
2	1	1/2	1/2	3/4	1	1	1/8	1/8	1		6	78		5
2	1	5/8	5/8	3/4	1	1	1/8	1/8	1		4	76		6
3	2	0	0	3/4	2	2	3/4	1/2	3/2		3	57		19
3	2	0	0	3/4	2	1	1/4	1/4	1		7	61		16
3	2	0	0	3/4	1	1	1/8	1/8	1		3	69		11
3	2	1/8	1/8	3/4	1	1	1/8	1/8	1		3	69		12
3	2	1/4	1/4	3/4	2	1	1/4	1/4	1		4	64		17
3	2	1/4	1/4	3/4	1	1	1/4	1/4	1		3	69		13
3	2	1/2	1/2	3/4	2	1	1/4	1/4	1		1	67		18
3	2	1/2	1/2	3/4	1	1	1/8	1/8	1		5	71		14
3	2	5/8	5/8	3/4	1	1	1/8	1/8	1		7	73		15
4	3	0	0	3/4	2	1	1/8	1/8	1		6	66		26
4	3	0	0	3/4	1	1	1/8	1/8	1		3	69		20
4	3	0	0	3/4	1	1	1/8	1/8	1		2	74		20
4	3	1/8	1/8	3/4	2	1	1/8	1/8	1		6	66		27
4	3	1/8	1/8	3/4	1	1	1/8	1/8	1		3	69		21
4	3	1/8	1/8	3/4	1	1	1/8	1/8	1		2	74		21
4	3	1/4	1/4	3/4	2	1	1/4	1/4	1		6	66		28
4	3	1/4	1/4	3/4	1	1	1/4	1/4	1		3	69		22
4	3	1/4	1/4	3/4	1	1	1/4	1/4	1		2	74		22
4	3	1/2	1/2	3/4	2	1	1/4	1/4	1		7	61		29
4	3	1/2	1/2	3/4	1	2	1/4	1/4	1		3	69		25
4	3	1/2	1/2	3/4	1	1	1/8	1/8	1		4	76		23
4	3	1/2	1/2	3/4	1	2	1/4	1/4	1		4	76		25
4	3	5/8	5/8	3/4	1	1	1/8	1/8	1		3	81		24
5	4	0	0	3/4	2	1	1/8	1/8	1		2	62		36
5	4	0	0	3/4	1	2	1/2	1/2	1		3	69		35
5	4	0	0	3/4	1	1	1/8	1/8	1		4	76		30
5	4	0	0	3/4	1	1	1/8	1/8	1		1	79		30
5	4	1/8	1/8	3/4	2	1	1/8	1/8	1		6	66		37
5	4	1/8	1/8	3/4	1	1	1/8	1/8	1		2	74		31
5	4	1/8	1/8	3/4	1	1	1/8	1/8	1		6	78		31
5	4	1/4	1/4	3/4	2	1	1/4	1/4	1		3	69		38
5	4	1/4	1/4	3/4	1	1	1/4	1/4	1		7	73		32
5	4	1/4	1/4	3/4	1	1	1/4	1/4	1		4	76		32
5	4	1/2	1/2	3/4	1	1	1/8	1/8	1		6	78		33
5	4	5/8	5/8	3/4	1	1	1/8	1/8	1		4	76		34
6	5	0	0	3/4	2	1	1/8	1/8	1		6	54		44
6	5	0	0	3/4	2	1	1/8	1/8	1		3	57		44
6	5	0	0	3/4	1	1	1/8	1/8	1		2	74		39
6	5	1/8	1/8	3/4	2	1	1/8	1/8	1		6	54		45
6	5	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57		45
6	5	1/8	1/8	3/4	1	1	1/8	1/8	1		2	74		40
6	5	1/4	1/4	3/4	2	1	1/4	1/4	1		6	54		46
6	5	1/4	1/4	3/4	2	1	1/4	1/4	1		3	57		46
6	5	1/4	1/4	3/4	1	1	1/4	1/4	1		2	74		41
6	5	1/2	1/2	3/4	2	1	1/4	1/4	1		8	56		47
6	5	1/2	1/2	3/4	2	1	1/4	1/4	1		5	59		47
6	5	1/2	1/2	3/4	1	1	1/8	1/8	1		6	78		42
6	5	5/8	5/8	3/4	1	1	1/8	1/8	1		4	76		43
7	6	0	0	3/4	2	2	1/2	1/2	1		3	57		56
7	6	0	0	3/4	2	1	1/4	1/4	1		7	61		53
7	6	0	0	3/4	1	1	1/8	1/8	1		3	69		48
7	6	1/8	1/8	3/4	1	1	1/8	1/8	1		3	69		49
7	6	1/4	1/4	3/4	2	1	1/4	1/4	1		4	64		54
7	6	1/4	1/4	3/4	1	1	1/4	1/4	1		3	69		50
7	6	1/2	1/2	3/4	2	1	1/4	1/4	1		1	67		55
7	6	1/2	1/2	3/4	1	1	1/8	1/8	1		5	71		51
7	6	5/8	5/8	3/4	1	1	1/8	1/8	1		7	73		52
8	7	0	0	3/4	2	1	1/8	1/8	1		6	66		63
8	7	0	0	3/4	1	1	1/8	1/8	1		3	69		57
8	7	0	0	3/4	1	1	1/8	1/8	1		2	74		57
8	7	1/8	1/8	3/4	2	1	1/8	1/8	1		6	66		64
8	7	1/8	1/8	3/4	1	1	1/8	1/8	1		3	69		58
8	7	1/8	1/8	3/4	1	1	1/8	1/8	1		2	74		58
8	7	1/4	1/4	3/4	2	1	1/4	1/4	1		6	66		65
8	7	1/4	1/4	3/4	1	1	1/4	1/4	1		3	69		59
8	7	1/4	1/4	3/4	1	1	1/4	1/4	1		2	74		59
8	7	1/2	1/2	3/4	2	1	1/4	1/4	1		3	57		66
8	7	1/2	1/2	3/4	2	1	1/4	1/4	1		1	67		66
8	7	1/2	1/2	3/4	1	2	1/4	1/4	1		7	73		62
8	7	1/2	1/2	3/4	1	1	1/8	1/8	1		6	78		60
8	7	5/8	5/8	3/4	1	1	1/8	1/8	1		4	76		61
9	8	0	0	3/4	2	1	1/4	1/4	1		2	62		69
9	8	0	0	3/4	2	1	1/4	1/4	1		6	66		69
9	8	0	0	3/4	1	1	1/4	1/4	1		2	74		67
9	8	0	0	3/4	1	2	1/4	1/4	1		2	74		68
9	8	1/4	1/4	3/4	2	1	1/4	1/4	1		2	50		70
10	8	0	1/2	3/4	1	1	1/8	1/8	1		6	78		71
10	8	1/8	5/8	3/4	1	1	1/8	1/8	1		4	76		72
11	9	0	0	3/4	2	1	1/8	1/8	1		6	66		78
11	9	0	0	3/4	2	1	1/8	1/8	1		3	69		78
11	9	0	0	3/4	2	1	1/8	1/8	1		0	72		78
11	9	0	0	3/4	1	1	1/8	1/8	1		9	75		73
11	9	1/8	1/8	3/4	2	1	1/8	1/8	1		6	66		79
11	9	1/8	1/8	3/4	2	1	1/8	1/8	1		3	69		79
11	9	1/8	1/8	3/4	2	1	1/8	1/8	1		0	72		79
11	9	1/8	1/8	3/4	1	1	1/8	1/8	1		9	75		74
11	9	1/4	1/4	3/4	2	1	1/4	1/4	1		6	66		80
11	9	1/4	1/4	3/4	2	1	1/4	1/4	1		3	69		80
11	9	1/4	1/4	3/4	2	1	1/4	1/4	1		0	72		80
11	9	1/4	1/4	3/4	1	1	1/4	1/4	1		9	75		75
11	9	1/2	1/2	3/4	1	1	1/8	1/8	1		4	76		76
11	9	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78		77
12	10	0	0	3/4	2	1	1/8	1/8	1		4	64		84
12	10	0	0	3/4	2	1	1/8	1/8	1		1	67		84
12	10	0	0	3/4	1	1	1/2	1/2	1		1	79		81
12	10	1/8	1/8	3/4	2	1	1/8	1/8	1		4	64		85
12	10	1/8	1/8	3/4	2	1	1/8	1/8	1		1	67		85
12	10	1/8	1/8	3/4	2	1	1/8	1/8	1		5	71		85
12	10	1/4	1/4	3/4	2	1	1/4	1/4	1		4	64		86
12	10	1/4	1/4	3/4	2	1	1/4	1/4	1		1	67		86
12	10	1/4	1/4	3/4	2	1	1/4	1/4	1		5	71		86
12	10	1/2	1/2	3/4	1	1	1/8	1/8	1		4	76		82
12	10	5/8	5/8	3/4	1	1	1/8	1/8	1		2	74		83
13	11	0	0	3/4	2	1	1/8	1/8	1		4	64		92
13	11	0	0	3/4	2	1	1/8	1/8	1		1	67		92
13	11	0	0	3/4	2	1	1/8	1/8	1		-2	70		92
13	11	0	0	3/4	1	1	1/8	1/8	1		7	73		87
13	11	1/8	1/8	3/4	2	1	1/8	1/8	1		4	64		93
13	11	1/8	1/8	3/4	2	1	1/8	1/8	1		1	67		93
13	11	1/8	1/8	3/4	2	1	1/8	1/8	1		-2	70		93
13	11	1/8	1/8	3/4	1	1	1/8	1/8	1		7	73		88
13	11	1/4	1/4	3/4	2	1	1/4	1/4	1		4	64		94
13	11	1/4	1/4	3/4	2	1	1/4	1/4	1		1	67		94
13	11	1/4	1/4	3/4	2	1	1/4	1/4	1		-2	70		94
