mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	0	appoggiatura	1/16	1.0		5	71		0
1	0	0	1/2	3/4	1	1	1/4		1/4	1.0		5	83		1
2	1	0	0	3/4	1	1	0	appoggiatura	1/16	1.0		11	77		2
2	1	0	0	3/4	2	1	1/4		1/4	1.0		5	47		7
2	1	0	0	3/4	1	1	1/4		1/4	1.0		6	78		3
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1.0		3	57		8
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1.0		5	59		8
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1.0		9	63		8
2	1	1/4	1/4	3/4	1	1	1/4		1/4	1.0		5	71		4
2	1	1/2	1/2	3/4	1	1	0	appoggiatura	1/16	1.0		8	80		5
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1.0		3	57		9
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1.0		5	59		9
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1.0		9	63		9
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1.0		3	81		6
3	2	0	0	3/4	1	1	0	appoggiatura	1/16	1.0		9	75		10
3	2	0	0	3/4	2	1	1/4		1/4	1.0		4	52		14
3	2	0	0	3/4	1	1	1/4		1/4	1.0		4	76		11
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1.0		8	56		15
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1.0		5	59		15
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1.0		4	64		15
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1.0		5	71		12
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1.0		8	56		16
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1.0		5	59		16
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1.0		4	64		16
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1.0		8	80		13
4	3	0	0	3/4	2	1	1/4		1/4	1.0		5	47		23
4	3	0	0	3/4	1	1	1/8		1/8	1.0		9	75		17
4	3	1/8	1/8	3/4	1	1	1/8		1/8	1.0		6	78		18
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1.0		3	57		24
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1.0		5	59		24
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1.0		9	63		24
4	3	1/4	1/4	3/4	1	1	1/8		1/8	1.0		3	81		19
4	3	3/8	3/8	3/4	1	1	1/8		1/8	1.0		7	85		20
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1.0		3	57		25
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1.0		5	59		25
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1.0		9	63		25
4	3	1/2	1/2	3/4	1	1	1/8		1/8	1.0		6	90		21
4	3	5/8	5/8	3/4	1	1	1/8		1/8	1.0		9	87		22
5	4	0	0	3/4	1	1	0	appoggiatura	1/16	1.0		5	83		26
5	4	0	0	3/4	2	1	1/4		1/4	1.0		4	52		31
5	4	0	0	3/4	1	1	1/4		1/4	1.0		5	95		27
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1.0		8	56		32
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1.0		5	59		32
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1.0		4	64		32
