mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	1/8		1/8	1		-3	75		0
1	0	1/8	5/8	3/4	1	1	1/8		1/8	1		4	76		1
2	1	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		7
2	1	0	0	3/4	1	1	1/4		1/4	1		-1	77		2
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-5	61		5
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		5
2	1	1/4	1/4	3/4	1	1	1/4		1/4	1		1	67		3
2	1	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70		3
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1		-5	61		6
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		6
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		1	67		4
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	70		4
3	2	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		14
3	2	0	0	3/4	1	1	3/8		1/4	3/2		1	67		8
3	2	0	0	3/4	1	1	3/8		1/4	3/2		-2	70		8
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		-5	61		12
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		12
3	2	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72		9
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		-5	61		13
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		13
3	2	1/2	1/2	3/4	1	1	1/8		1/8	1		-5	73		10
3	2	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74		11
4	3	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		20
4	3	0	0	3/4	1	1	1/4		1/4	1		-1	77		15
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60		18
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		18
4	3	1/4	1/4	3/4	1	1	1/4		1/4	1		-4	68		16
4	3	1/4	1/4	3/4	1	1	1/4		1/4	1		-3	75		16
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60		19
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		19
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		-4	68		17
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		-3	75		17
5	4	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		25
5	4	0	0	3/4	1	1	1/2		1/2	1		-4	68		21
5	4	0	0	3/4	1	1	1/2		1/2	1		-3	75		21
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60		23
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		23
5	4	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60		24
5	4	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		24
5	4	1/2	1/2	3/4	1	1	1/4		1/4	1		-4	68		22
5	4	1/2	1/2	3/4	1	1	1/4		1/4	1		-4	80		22
6	5	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		31
6	5	0	0	3/4	1	1	1/4		1/4	1		-4	68		26
6	5	0	0	3/4	1	1	1/4		1/4	1		-4	80		26
6	5	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		29
6	5	1/4	1/4	3/4	2	1	1/4		1/4	1		-5	61		29
6	5	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		29
6	5	1/4	1/4	3/4	1	1	1/4		1/4	1		1	67		27
6	5	1/4	1/4	3/4	1	1	1/4		1/4	1		1	79		27
6	5	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58		30
6	5	1/2	1/2	3/4	2	1	1/4		1/4	1		-5	61		30
6	5	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		30
6	5	1/2	1/2	3/4	1	1	1/4		1/4	1		1	67		28
6	5	1/2	1/2	3/4	1	1	1/4		1/4	1		1	79		28
7	6	0	0	3/4	2	2	3/4		1/2	3/2		-3	51		38
7	6	0	0	3/4	1	1	3/8		1/4	3/2		-3	75		32
7	6	0	0	3/4	1	1	3/8		1/4	3/2		-3	87		32
7	6	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55		36
7	6	1/4	1/4	3/4	2	1	1/4		1/4	1		-5	61		36
7	6	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		36
7	6	3/8	3/8	3/4	1	1	1/8		1/8	1		-5	85		33
7	6	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55		37
7	6	1/2	1/2	3/4	2	1	1/4		1/4	1		-5	61		37
7	6	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		37
7	6	1/2	1/2	3/4	1	1	1/8		1/8	1		0	84		34
7	6	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	82		35
8	7	0	0	3/4	2	2	1/2		1/2	1		-3	51		47
8	7	0	0	3/4	1	1	1/8		1/8	1		5	83		39
8	7	1/8	1/8	3/4	1	1	1/8		1/8	1		0	84		40
8	7	1/4	1/4	3/4	2	1	1/4		1/4	1		-4	56		45
8	7	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60		45
8	7	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		45
8	7	1/4	1/4	3/4	1	1	1/8		1/8	1		-4	80		41
8	7	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	75		42
8	7	1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51		48
8	7	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58		46
8	7	1/2	1/2	3/4	2	1	1/4		1/4	1		-5	61		46
8	7	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63		46
8	7	1/2	1/2	3/4	1	1	1/8		1/8	1		1	79		43
8	7	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	82		44
9	8	0	0	3/4	2	2	1/2		1/2	1		-4	56		51
9	8	0	0	3/4	2	1	1/2		1/2	1		0	60		50
9	8	0	0	3/4	1	1	1/2		1/2	1		-4	80		49
10	8	0	1/2	3/4	1	1	0	grace16	1/16	1		-5	85		52
10	8	0	1/2	3/4	1	1	1/8		1/8	1		0	84		53
10	8	1/8	5/8	3/4	1	1	1/8		1/8	1		5	83		54
11	9	0	0	3/4	2	1	1/4		1/4	1		0	48		58
11	9	0	0	3/4	2	1	1/4		1/4	1		0	60		58
11	9	0	0	3/4	1	1	1/4		1/4	1		0	84		55
11	9	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60		59
11	9	1/4	1/4	3/4	2	1	1/4		1/4	1		1	67		59
11	9	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	70		59
11	9	1/4	1/4	3/4	1	1	1/4		1/4	1		4	76		56
11	9	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60		60
11	9	1/2	1/2	3/4	2	1	1/4		1/4	1		1	67		60
11	9	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	70		60
11	9	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76		57
12	10	0	0	3/4	2	1	1/4		1/4	1		-1	53		65
12	10	0	0	3/4	2	1	1/4		1/4	1		-1	65		65
12	10	0	0	3/4	1	1	3/8		1/4	3/2		-1	77		61
12	10	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	65		66
12	10	1/4	1/4	3/4	2	1	1/4		1/4	1		-4	68		66
12	10	3/8	3/8	3/4	1	1	1/8		1/8	1		1	79		62
12	10	1/2	1/2	3/4	1	1	1/8		1/8	1		-4	80		63
