mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	2	1	1/4		1/4	1		4	52		1
1	0	0	1/2	3/4	1	1	1/4		1/4	1		4	64		0
2	1	0	0	3/4	2	1	1/4		1/4	1		3	33		6
2	1	0	0	3/4	2	1	1/4		1/4	1		3	45		6
2	1	0	0	3/4	1	1	1/4		1/4	1		4	64		2
2	1	0	0	3/4	1	1	1/4		1/4	1		3	69		2
2	1	0	0	3/4	1	1	1/4		1/4	1		7	73		2
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		7	37		7
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		7	49		7
2	1	1/4	1/4	3/4	1	1	3/16		1/8	3/2		4	64		3
2	1	1/4	1/4	3/4	1	1	3/16		1/8	3/2		3	69		3
2	1	1/4	1/4	3/4	1	1	3/16		1/8	3/2		7	73		3
2	1	7/16	7/16	3/4	1	1	1/16		1/16	1		4	64		4
2	1	7/16	7/16	3/4	1	1	1/16		1/16	1		3	69		4
2	1	7/16	7/16	3/4	1	1	1/16		1/16	1		7	73		4
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1		4	40		8
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1		4	52		8
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		4	64		5
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69		5
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73		5
3	2	0	0	3/4	2	1	1/4		1/4	1		3	45		12
3	2	0	0	3/4	2	1	1/4		1/4	1		3	57		12
3	2	0	0	3/4	1	1	1/4		1/4	1		4	64		9
3	2	0	0	3/4	1	1	1/4		1/4	1		3	69		9
3	2	0	0	3/4	1	1	1/4		1/4	1		7	73		9
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1		4	64		10
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1		8	68		10
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1		5	71		10
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		6	42		13
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1		6	54		13
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		4	64		11
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		6	66		11
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		10	70		11
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73		11
4	3	0	0	3/4	2	1	1/4		1/4	1		5	35		21
4	3	0	0	3/4	2	1	1/4		1/4	1		5	47		21
4	3	0	0	3/4	1	1	1/4		1/4	1		2	62		14
4	3	0	0	3/4	1	1	1/4		1/4	1		6	66		14
4	3	0	0	3/4	1	1	1/4		1/4	1		5	71		14
4	3	0	0	3/4	1	1	1/4		1/4	1		2	74		14
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1		5	59		22
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1		2	62		22
4	3	1/4	1/4	3/4	1	2	1/4		1/4	1		6	66		19
4	3	1/4	1/4	3/4	1	1	1/8		1/8	1		6	78		15
4	3	3/8	3/8	3/4	1	1	1/8		1/8	1		11	77		16
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59		23
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62		23
