mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	2	1	1/4		1/4	1.0		10	46		1
1	0	0	1/2	3/4	2	1	1/4		1/4	1.0		4	52		1
1	0	0	1/2	3/4	2	1	1/4		1/4	1.0		6	54		1
1	0	0	1/2	3/4	1	1	1/4		1/4	1.0		6	66		0
2	1	0	0	3/4	2	1	1/4		1/4	1.0		5	47		5
2	1	0	0	3/4	2	1	1/4		1/4	1.0		2	50		5
2	1	0	0	3/4	2	1	1/4		1/4	1.0		6	54		5
2	1	0	0	3/4	1	1	1/4		1/4	1.0		5	59		2
2	1	0	0	3/4	1	1	1/4		1/4	1.0		5	71		2
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1.0		5	47		6
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1.0		2	50		6
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1.0		6	54		6
2	1	1/4	1/4	3/4	1	1	1/4		1/4	1.0		6	66		3
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1.0		5	47		7
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1.0		2	50		7
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1.0		6	54		7
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1.0		2	62		4
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1.0		2	74		4
3	2	0	0	3/4	2	1	1/4		1/4	1.0		5	47		11
3	2	0	0	3/4	2	1	1/4		1/4	1.0		2	50		11
3	2	0	0	3/4	2	1	1/4		1/4	1.0		6	54		11
3	2	0	0	3/4	1	1	1/4		1/4	1.0		7	61		8
3	2	0	0	3/4	1	1	1/4		1/4	1.0		7	73		8
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1.0		5	47		12
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1.0		2	50		12
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1.0		6	54		12
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1.0		5	59		9
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1.0		5	71		9
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1.0		5	47		13
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1.0		2	50		13
3	2	1/2	1/2	3/4	2	1	1/4		1/4	1.0		6	54		13
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1.0		2	62		10
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1.0		2	74		10
4	3	0	0	3/4	2	1	1/4		1/4	1.0		5	47		17
4	3	0	0	3/4	2	1	1/4		1/4	1.0		2	50		17
4	3	0	0	3/4	2	1	1/4		1/4	1.0		6	54		17
4	3	0	0	3/4	1	1	1/4		1/4	1.0		7	61		14
4	3	0	0	3/4	1	1	1/4		1/4	1.0		7	73		14
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1.0		5	47		18
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1.0		2	50		18
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1.0		6	54		18
4	3	1/4	1/4	3/4	1	1	1/4		1/4	1.0		5	59		15
4	3	1/4	1/4	3/4	1	1	1/4		1/4	1.0		5	71		15
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1.0		10	46		19
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1.0		4	52		19
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1.0		6	54		19
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1.0		6	66		16
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1.0		6	78		16
5	4	0	0	3/4	2	1	1/4		1/4	1.0		10	46		22
5	4	0	0	3/4	2	1	1/4		1/4	1.0		4	52		22
5	4	0	0	3/4	2	1	1/4		1/4	1.0		6	54		22
5	4	0	0	3/4	1	1	1/2		1/2	1.0		6	66		20
5	4	0	0	3/4	1	1	1/2		1/2	1.0		6	78		20
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1.0		10	46		23
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1.0		4	52		23
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1.0		6	54		23
5	4	1/2	1/2	3/4	2	1	1/4		1/4	1.0		10	46		24
5	4	1/2	1/2	3/4	2	1	1/4		1/4	1.0		4	52		24
5	4	1/2	1/2	3/4	2	1	1/4		1/4	1.0		6	54		24
5	4	1/2	1/2	3/4	1	1	1/4		1/4	1.0		6	66		21
6	5	0	0	3/4	2	1	1/4		1/4	1.0		5	47		28
6	5	0	0	3/4	2	1	1/4		1/4	1.0		2	50		28
6	5	0	0	3/4	2	1	1/4		1/4	1.0		6	54		28
6	5	0	0	3/4	1	1	1/4		1/4	1.0		5	59		25
6	5	0	0	3/4	1	1	1/4		1/4	1.0		5	71		25
6	5	1/4	1/4	3/4	2	1	1/4		1/4	1.0		5	47		29
6	5	1/4	1/4	3/4	2	1	1/4		1/4	1.0		2	50		29
6	5	1/4	1/4	3/4	2	1	1/4		1/4	1.0		6	54		29
6	5	1/4	1/4	3/4	1	1	1/4		1/4	1.0		6	66		26
6	5	1/2	1/2	3/4	2	1	1/4		1/4	1.0		5	47		30
6	5	1/2	1/2	3/4	2	1	1/4		1/4	1.0		2	50		30
6	5	1/2	1/2	3/4	2	1	1/4		1/4	1.0		6	54		30
6	5	1/2	1/2	3/4	1	1	1/4		1/4	1.0		2	62		27
6	5	1/2	1/2	3/4	1	1	1/4		1/4	1.0		2	74		27
7	6	0	0	3/4	2	1	1/4		1/4	1.0		1	43		34
7	6	0	0	3/4	2	1	1/4		1/4	1.0		5	47		34
7	6	0	0	3/4	2	1	1/4		1/4	1.0		2	50		34
7	6	0	0	3/4	2	1	1/4		1/4	1.0		1	55		34
7	6	0	0	3/4	1	1	1/4		1/4	1.0		7	61		31
7	6	0	0	3/4	1	1	1/4		1/4	1.0		7	73		31
7	6	1/4	1/4	3/4	2	1	1/4		1/4	1.0		1	43		35
7	6	1/4	1/4	3/4	2	1	1/4		1/4	1.0		5	47		35
7	6	1/4	1/4	3/4	2	1	1/4		1/4	1.0		2	50		35
7	6	1/4	1/4	3/4	2	1	1/4		1/4	1.0		1	55		35
7	6	1/4	1/4	3/4	1	1	1/4		1/4	1.0		5	59		32
7	6	1/4	1/4	3/4	1	1	1/4		1/4	1.0		5	71		32
7	6	1/2	1/2	3/4	2	1	1/4		1/4	1.0		1	43		36
7	6	1/2	1/2	3/4	2	1	1/4		1/4	1.0		5	47		36
7	6	1/2	1/2	3/4	2	1	1/4		1/4	1.0		2	50		36
7	6	1/2	1/2	3/4	2	1	1/4		1/4	1.0		1	55		36
7	6	1/2	1/2	3/4	1	1	1/4		1/4	1.0		2	62		33
7	6	1/2	1/2	3/4	1	1	1/4		1/4	1.0		2	74		33
8	7	0	0	3/4	2	1	1/4		1/4	1.0		3	45		40
8	7	0	0	3/4	2	1	1/4		1/4	1.0		2	50		40
8	7	0	0	3/4	2	1	1/4		1/4	1.0		6	54		40
8	7	0	0	3/4	1	1	1/4		1/4	1.0		3	57		37
8	7	0	0	3/4	1	1	1/4		1/4	1.0		3	69		37
8	7	1/4	1/4	3/4	2	1	1/4		1/4	1.0		3	45		41
8	7	1/4	1/4	3/4	2	1	1/4		1/4	1.0		2	50		41
8	7	1/4	1/4	3/4	2	1	1/4		1/4	1.0		6	54		41
8	7	1/4	1/4	3/4	1	1	1/4		1/4	1.0		2	62		38
8	7	1/4	1/4	3/4	1	1	1/4		1/4	1.0		2	74		38
8	7	1/2	1/2	3/4	2	1	1/4		1/4	1.0		3	45		42
8	7	1/2	1/2	3/4	2	1	1/4		1/4	1.0		7	49		42
8	7	1/2	1/2	3/4	2	1	1/4		1/4	1.0		1	55		42
8	7	1/2	1/2	3/4	1	1	1/4		1/4	1.0		3	69		39
8	7	1/2	1/2	3/4	1	1	1/4		1/4	1.0		3	81		39
9	8	0	0	3/4	2	1	1/2		1/2	1.0		2	50		44
9	8	0	0	3/4	2	1	1/2		1/2	1.0		6	54		44
9	8	0	0	3/4	1	1	1/2		1/2	1.0		2	62		43
9	8	0	0	3/4	1	1	1/2		1/2	1.0		2	74		43
10	8	0	1/2	3/4	1	1	0	appoggiatura	1/16	1.0		5	71		45
10	8	0	1/2	3/4	2	1	1/4		1/4	1.0		3	45		48
10	8	0	1/2	3/4	2	1	1/4		1/4	1.0		7	49		48
10	8	0	1/2	3/4	2	1	1/4		1/4	1.0		4	52		48
10	8	0	1/2	3/4	2	1	1/4		1/4	1.0		1	55		48
10	8	0	1/2	3/4	1	1	1/8		1/8	1.0		3	69		46
10	8	1/8	5/8	3/4	1	1	1/8		1/8	1.0		8	68		47
11	9	0	0	3/4	2	1	1/4		1/4	1.0		3	45		52
11	9	0	0	3/4	2	1	1/4		1/4	1.0		7	49		52
11	9	0	0	3/4	2	1	1/4		1/4	1.0		4	52		52
11	9	0	0	3/4	2	1	1/4		1/4	1.0		1	55		52
11	9	0	0	3/4	1	1	1/4		1/4	1.0		3	69		49
11	9	1/4	1/4	3/4	2	1	1/4		1/4	1.0		3	45		53
11	9	1/4	1/4	3/4	2	1	1/4		1/4	1.0		7	49		53
11	9	1/4	1/4	3/4	2	1	1/4		1/4	1.0		4	52		53
11	9	1/4	1/4	3/4	2	1	1/4		1/4	1.0		1	55		53
11	9	1/4	1/4	3/4	1	1	1/4		1/4	1.0		7	61		50
11	9	1/4	1/4	3/4	1	1	1/4		1/4	1.0		7	73		50
11	9	1/2	1/2	3/4	2	1	1/4		1/4	1.0		3	45		54
11	9	1/2	1/2	3/4	2	1	1/4		1/4	1.0		7	49		54
